id_establecimiento,id_localidad,descripcion,nro_escuela,latitud,longitud,domicilio,telefono,nombre_directivo,ciudadanos_habilitados
195.11.0.434.2,195.11.0.434,2-ESC.SAN ANTONIO DE PADUA,2,,,,,,0
195.11.1.133.1,195.11.1.133,1-COL. NAC. DE CAPIATA,1,,,,,,0
195.10.11.284.1,195.10.11.284,1-ESCUELA Nº 351 LAS RESIDENTAS,1,,,,,,0
195.10.13.317.1,195.10.13.317,1-ESCUELA GRADUADA Nº 1771,1,,,,,,0
195.10.15.325.1,195.10.15.325,1-COL.NAC.FRANCISCO SOLANO LOPEZ Nº1520,1,,,,,,0
195.10.17.277.1,195.10.17.277,1-ESC.NAC.Nº279 DIONICIA A. DE FRANCO,1,,,,,,0
195.10.19.320.1,195.10.19.320,1-CENTRO EDUCACIONAL Nº 1,1,,,,,,0
195.10.21.319.1,195.10.21.319,1-ESCUELA NACIONAL FERNANDO LOPEZ LEIVA,1,,,,,,0
195.10.23.207.1,195.10.23.207,1-COLEGIO NACIONAL PARANAMBU,1,,,,,,0
195.10.25.214.1,195.10.25.214,1-COL.NAC.DR.RAUL PEÑA - AREA 5,1,,,,,,0
195.11.3.169.1,195.11.3.169,1-COLEGIO NACIONAL FERNANDO DE LA MORA,1,,,,,,0
195.11.3.355.1,195.11.3.355,1-ESCUELA Nº 144 COMANDANTE HEBER LEO NOWAK,1,,,,,,0
195.11.3.356.1,195.11.3.356,1-ESCUELA SUPERIOR GREGORIA DE SALDIVAR,1,,,,,,0
195.11.3.357.1,195.11.3.357,1-ESC.GRAD. N° 24 RCA. DOMINICANA,1,,,,,,0
195.11.5.172.1,195.11.5.172,1-ESCUELA Nº 91 MEDALLA MILAGROSA,1,,,,,,0
195.11.7.181.1,195.11.7.181,1-ESCUELA Nº 706 DON ANTONIO DELVALLE,1,,,,,,0
195.11.7.358.1,195.11.7.358,1-ESCUELA JUAN E OLEARY,1,,,,,,0
195.11.1.353.1,195.11.1.353,1-COLEGIO NACIONAL ENRIQUE SOLER,1,,,,,,0
195.11.1.354.1,195.11.1.354,1-ESCUELA MARGARITA V. DE BIBOLINI,1,,,,,,0
195.11.13.352.1,195.11.13.352,1-COLEGIO NACIONAL SANTA LUCIA,1,,,,,,0
195.11.13.385.1,195.11.13.385,1-ESCUELA Nº 2063 VILLA IPVU,1,,,,,,0
195.11.13.385.2,195.11.13.385,2-ESCUELA DR. BERNARDO OCAMPOS,2,,,,,,0
195.11.15.196.1,195.11.15.196,1-ESCUELA SAN JOSE,1,,,,,,0
195.11.15.363.1,195.11.15.363,1-COLEGIO SAN JOSE,1,,,,,,0
195.11.15.425.1,195.11.15.425,1-ESC.N° 311 OBREROS UNIDOS,1,,,,,,0
195.11.15.426.1,195.11.15.426,1-ESC. VILLA MADRID,1,,,,,,0
195.11.15.427.1,195.11.15.427,1-ESC. MAGNA DE MARTINEZ - RINCON,1,,,,,,0
195.11.17.195.1,195.11.17.195,1-ESC.Nº110 CAP.BERNARDINO CABALLERO A.,1,,,,,,0
195.11.17.360.1,195.11.17.360,1-COLEGIO PRIVADO MANUEL DOMINGUEZ,1,,,,,,0
195.11.17.361.1,195.11.17.361,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,1,,,,,,0
195.11.9.188.1,195.11.9.188,1-ESCUELA GRADUADA Nº707,1,,,,,,0
195.11.9.359.1,195.11.9.359,1-COLEGIO NACIONAL PEDRO P. PEÑA,1,,,,,,0
195.11.9.359.2,195.11.9.359,2-COL.TEC.DE SALUD CARMEN CASCO DE LARA CASTRO,2,,,,,,0
195.11.9.408.1,195.11.9.408,1-COLEGIO NACIONAL ITAGUAGUAZU,1,,,,,,0
195.11.11.310.1,195.11.11.310,1-ESCUELA Nº 848 SAN RAFAEL,1,,,,,,0
195.11.13.349.1,195.11.13.349,1-ESCUELA Nº 20 REPUBLICA DEL ECUADOR,1,,,,,,0
195.11.13.350.1,195.11.13.350,1-ESCUELA 679 ANDRES DELMAS,1,,,,,,0
195.11.13.350.2,195.11.13.350,2-ESCUELA 804 RCA DEL SALVADOR,2,,,,,,0
195.11.13.351.1,195.11.13.351,1-ESC.Nº551 LIC.ELVA LUISA TALAVERA RITCHER,1,,,,,,0
195.11.19.366.1,195.11.19.366,1-ESCUELA NACIONAL DEFENSORES DEL CHACO,1,,,,,,0
195.11.19.453.1,195.11.19.453,1-LIC. PRIV. ZENON FRANCO,1,,,,,,0
195.11.19.453.2,195.11.19.453,2-ESC. FELIZ RUIZ - CAAGUY CUPE,2,,,,,,0
195.11.21.145.1,195.11.21.145,1-COLEGIO NACIONAL PRESBITERIANO ANGEL,1,,,,,,0
195.11.23.205.1,195.11.23.205,1-COLEGIO PABLO PATRICIO BOGARIN,1,,,,,,0
195.11.23.367.1,195.11.23.367,1-ESCUELA Nº 25 CARLOS ANTONIO LOPEZ,1,,,,,,0
195.11.23.428.1,195.11.23.428,1-ESC.N° 2385 DON CESAR ZOTTI,1,,,,,,0
195.11.23.466.1,195.11.23.466,1-ESC. MIGUEL ANGEL RODRIGUEZ,1,,,,,,0
195.11.25.235.1,195.11.25.235,1-COL.NAC. Nº6 ARQ.TOMAS ROMERO PEREIRA,1,,,,,,0
195.11.25.463.1,195.11.25.463,1-ESC. ISAAC CABRERA,1,,,,,,0
195.11.27.227.1,195.11.27.227,1-COLEGIO NACIONAL SATURIO RIOS,1,,,,,,0
195.11.17.362.1,195.11.17.362,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,1,,,,,,0
195.11.19.202.1,195.11.19.202,1-ESCUELA Nº 403 PROF. QUINTINA PAREDES SILVA,1,,,,,,0
195.11.19.364.1,195.11.19.364,1-ESCUELA Nº 240 GRAL. EUGENIO A. GARAY,1,,,,,,0
195.11.19.365.1,195.11.19.365,1-ESCUELA Nº 2657 INMACULADA CONCEPCION,1,,,,,,0
195.11.29.371.1,195.11.29.371,1-SECCIONAL COLORADA,1,,,,,,0
195.11.29.465.1,195.11.29.465,1-ESC. MUNICIPAL Bo.SAN JOSE,1,,,,,,0
195.11.31.262.1,195.11.31.262,1-COLEGIO NACIONAL CARLOS ANTONIO LOPEZ,1,,,,,,0
195.11.31.262.2,195.11.31.262,2-COL. VIRGEN DEL ROSARIO,2,,,,,,0
195.11.33.265.1,195.11.33.265,1-ESCUELA Nº 82 REPUBLICA DE HONDURAS,1,,,,,,0
195.11.33.265.2,195.11.33.265,2-ESC.N° 1129 DIVINO INFANTE,2,,,,,,0
195.11.33.265.3,195.11.33.265,3-COL. SAN JOSE DE LA CIA JHUGUA JHU,3,,,,,,0
195.11.35.268.1,195.11.35.268,1-COLEGIO NACIONAL MIGUEL ANGEL TORALES,1,,,,,,0
195.12.0.219.1,195.12.0.219,1-CENTRO REGIONAL,1,,,,,,0
195.12.1.106.1,195.12.1.106,1-ESCUELA Nº 130 SAGRADO CORAZON DE JESUS,1,,,,,,0
195.12.3.131.1,195.12.3.131,1-ESCUELA Nº 172,1,,,,,,0
195.12.5.164.1,195.12.5.164,1-COLEGIO NACIONAL Nº 94 VIRGEN DEL CARMEN,1,,,,,,0
195.12.7.171.1,195.12.7.171,1-ESCUELA BAS. JOSE E. DIAZ - PUEBLO,1,,,,,,0
195.12.7.171.2,195.12.7.171,2-ESCUELA SAN ISIDRO LABRADOR - LOMA GUAZU,2,,,,,,0
195.12.9.173.1,195.12.9.173,1-ESCUELA Nº 429 CAPITAN MATIAS BADO,1,,,,,,0
195.12.11.176.1,195.12.11.176,1-COLEGIO NACIONAL SAN CARLOS - PUEBLO,1,,,,,,0
195.12.11.176.2,195.12.11.176,2-ESCUELA 1818 SANTA ROSA - TUYUCUA,2,,,,,,0
195.12.13.190.1,195.12.13.190,1-ESCUELA Nº 265,1,,,,,,0
195.12.15.197.1,195.12.15.197,1-ESCUELA DEFENSORES DEL CHACO,1,,,,,,0
195.12.15.197.2,195.12.15.197,2-ESCUELA 1289 DOLORES GAVILAN,2,,,,,,0
195.12.17.222.1,195.12.17.222,1-ESCUELA 159 VIRGEN DEL ROSARIO - PUEBLO,1,,,,,,0
195.12.17.222.2,195.12.17.222,2-ESCUELA DE LA CÑIA CURUZU CUATIA,2,,,,,,0
195.12.17.222.3,195.12.17.222,3-ESCUELA Nº 585 CÑIA. ITACORA,3,,,,,,0
195.12.19.221.1,195.12.19.221,1-ESC.Nº301 MCAL.FRANCISCO SOLANO LOPEZ,1,,,,,,0
195.12.21.236.1,195.12.21.236,1-ESCUELA BERNARDINO CABALLERO - PUEBLO,1,,,,,,0
195.12.21.236.2,195.12.21.236,2-ESCUELA 583 ADELA SPERATTI-ESTERO CAMBA,2,,,,,,0
195.12.21.236.3,195.12.21.236,3-COL.NAC. CORAZON DE JESUS,3,,,,,,0
195.12.23.249.1,195.12.23.249,1-ESCUELA Nº 430 SAN RAFAEL,1,,,,,,0
195.12.23.249.2,195.12.23.249,2-ESC. Nº 584 COLONIA MBURICA,2,,,,,,0
195.12.23.249.3,195.12.23.249,3-ESC. CÑIA. TACUARA’I,3,,,,,,0
195.12.25.256.1,195.12.25.256,1-ESC. Nº276 MCAL.FRANCISCO SOLANO LOPEZ,1,,,,,,0
195.11.27.368.1,195.11.27.368,1-ESCUELA Nº 697 SGT. CANDIDO SILVA,1,,,,,,0
195.11.27.369.1,195.11.27.369,1-ESCUELA Nº 598 DOMINGO SAVIO,1,,,,,,0
195.11.27.370.1,195.11.27.370,1-ESCUELA JORGE A. GADEA,1,,,,,,0
195.11.29.259.1,195.11.29.259,1-ESCUELA Nº 575 JUAN JOSE SOLER,1,,,,,,0
197.10.0.427.15,197.10.0.427,15-ESC. NRO.354 BARRIO CENTRAL,15,,,,,,0
194.10.0.427.15,194.10.0.427,15-ESC. NRO.354 BARRIO CENTRAL,15,,,,,,0
209.10.0.427.15,209.10.0.427,15-ESC. NRO.354 BARRIO CENTRAL,15,,,,,,0
202.10.0.427.15,202.10.0.427,15-ESC. NRO.354 BARRIO CENTRAL,15,,,,,,0
197.10.0.430.18,197.10.0.430,18-COL. NACIONAL SAN VICENTE DE PAUL,18,,,,,,0
195.13.0.217.1,195.13.0.217,1-CENTRO REGIONAL DE EDUCACION,1,,,,,,0
195.13.0.386.1,195.13.0.386,1-ESCUELA Nº 368 CNEL. JOSE MARIA ARGAÑA,1,,,,,,0
195.13.1.110.1,195.13.1.110,1-ESCUELA Nº 188 BELLA VISTA,1,,,,,,0
195.13.3.129.1,195.13.3.129,1-ESCUELA Nº 154 GRAL. EUGENIO A GARAY,1,,,,,,0
197.1.0.51.1,197.1.0.51,1-INSTITUTO SALESIANO SAN JOSE,1,,,,,,0
194.1.0.51.1,194.1.0.51,1-INSTITUTO SALESIANO SAN JOSE,1,,,,,,0
209.1.0.51.1,209.1.0.51,1-INSTITUTO SALESIANO SAN JOSE,1,,,,,,0
202.1.0.51.1,202.1.0.51,1-INSTITUTO SALESIANO SAN JOSE,1,,,,,,0
197.1.1.56.1,197.1.1.56,1-COL. NAC. DON CARLOS ANTONIO LOPEZ,1,,,,,,0
194.1.1.56.1,194.1.1.56,1-COL. NAC. DON CARLOS ANTONIO LOPEZ,1,,,,,,0
197.1.2.58.1,197.1.2.58,1-COL. EMILIANO R. FERNANDEZ,1,,,,,,0
194.1.2.58.1,194.1.2.58,1-COL. EMILIANO R. FERNANDEZ,1,,,,,,0
197.1.3.59.3,197.1.3.59,3-CENTRO REG. ALEJO GARCIA,3,,,,,,0
194.1.3.59.3,194.1.3.59,3-CENTRO REG. ALEJO GARCIA,3,,,,,,0
194.5.9.133.1,194.5.9.133,1-COL.NAC. CAMPO 9,1,,,,,,0
209.5.9.133.1,209.5.9.133,1-COL.NAC. CAMPO 9,1,,,,,,0
197.5.11.134.1,197.5.11.134,1-ESC. 966 FRANCISCO S. LOPEZ,1,,,,,,0
194.5.11.134.1,194.5.11.134,1-ESC. 966 FRANCISCO S. LOPEZ,1,,,,,,0
209.5.11.134.1,209.5.11.134,1-ESC. 966 FRANCISCO S. LOPEZ,1,,,,,,0
197.5.13.135.1,197.5.13.135,1-COL.NAC. PROF. ANGEL TORRES,1,,,,,,0
194.5.13.135.1,194.5.13.135,1-COL.NAC. PROF. ANGEL TORRES,1,,,,,,0
197.5.15.136.1,197.5.15.136,1-ESC. Nº 868 PROF. CATALINO FLORES,1,,,,,,0
194.5.15.136.1,194.5.15.136,1-ESC. Nº 868 PROF. CATALINO FLORES,1,,,,,,0
197.5.17.137.1,197.5.17.137,1-COL. NAC. SANTA ANA,1,,,,,,0
194.5.17.137.1,194.5.17.137,1-COL. NAC. SANTA ANA,1,,,,,,0
197.5.17.137.2,197.5.17.137,2-ESC. GRDA. NRO. 1.160 SANTA TERESA,2,,,,,,0
194.5.17.137.2,194.5.17.137,2-ESC. GRDA. NRO. 1.160 SANTA TERESA,2,,,,,,0
197.5.19.138.1,197.5.19.138,1-COL. NAC. NUEVA LONDRES,1,,,,,,0
194.5.19.138.1,194.5.19.138,1-COL. NAC. NUEVA LONDRES,1,,,,,,0
209.5.19.138.1,209.5.19.138,1-COL. NAC. NUEVA LONDRES,1,,,,,,0
197.5.20.389.1,197.5.20.389,1-ESC. PRIV. FILADELFIA,1,,,,,,0
194.5.20.389.1,194.5.20.389,1-ESC. PRIV. FILADELFIA,1,,,,,,0
209.5.20.389.1,209.5.20.389,1-ESC. PRIV. FILADELFIA,1,,,,,,0
197.5.21.139.1,197.5.21.139,1-TINGLADO MUNICIPAL,1,,,,,,0
194.5.21.139.1,194.5.21.139,1-TINGLADO MUNICIPAL,1,,,,,,0
209.5.21.139.1,209.5.21.139,1-TINGLADO MUNICIPAL,1,,,,,,0
197.5.23.140.2,197.5.23.140,2-ESCUELA LA RESIDENTA,2,,,,,,0
194.5.23.140.2,194.5.23.140,2-ESCUELA LA RESIDENTA,2,,,,,,0
194.10.0.430.18,194.10.0.430,18-COL. NACIONAL SAN VICENTE DE PAUL,18,,,,,,0
197.10.0.431.19,197.10.0.431,19-ESC.GRDA.3053 KM 7 1/2 ACARAY-SAN JUAN,19,,,,,,0
194.10.0.431.19,194.10.0.431,19-ESC.GRDA.3053 KM 7 1/2 ACARAY-SAN JUAN,19,,,,,,0
197.10.1.229.1,197.10.1.229,1-COLEGIO NACIONAL KAARENDY,1,,,,,,0
194.10.1.229.1,194.10.1.229,1-COLEGIO NACIONAL KAARENDY,1,,,,,,0
195.13.4.387.1,195.13.4.387,1-ESC.GRAD.Nº384 CAP.PEDRO J.CABALLERO,1,,,,,,0
195.13.5.429.1,195.13.5.429,1-ESC. N° 4000 14 DE MAYO,1,,,,,,0
195.13.6.388.1,195.13.6.388,1-ESCUELA Nº 366 VICENTE IGNACIO ITURBE,1,,,,,,0
195.14.0.286.1,195.14.0.286,1-ESCUELA Nº 411 SALTO DEL GUAIRA,1,,,,,,0
209.1.3.59.3,209.1.3.59,3-CENTRO REG. ALEJO GARCIA,3,,,,,,0
202.1.3.59.3,202.1.3.59,3-CENTRO REG. ALEJO GARCIA,3,,,,,,0
197.1.4.53.1,197.1.4.53,1-COL. SAN CLEMENTE,1,,,,,,0
194.1.4.53.1,194.1.4.53,1-COL. SAN CLEMENTE,1,,,,,,0
197.1.5.60.1,197.1.5.60,1-ESC. N° 29 DOÑA ESPECTACION BERNAL,1,,,,,,0
194.1.5.60.1,194.1.5.60,1-ESC. N° 29 DOÑA ESPECTACION BERNAL,1,,,,,,0
197.1.6.55.1,197.1.6.55,1-REG. ELECT. DE SAN CARLOS DEL APA,1,,,,,,0
194.1.6.55.1,194.1.6.55,1-REG. ELECT. DE SAN CARLOS DEL APA,1,,,,,,0
197.1.7.61.1,197.1.7.61,1-REGISTRO ELECTORAL,1,,,,,,0
194.1.7.61.1,194.1.7.61,1-REGISTRO ELECTORAL,1,,,,,,0
197.1.7.62.501,197.1.7.62,501-COL. NAC. DE VALLEMI,501,,,,,,0
194.1.7.62.501,194.1.7.62,501-COL. NAC. DE VALLEMI,501,,,,,,0
209.1.7.62.501,209.1.7.62,501-COL. NAC. DE VALLEMI,501,,,,,,0
197.1.8.399.1,197.1.8.399,1-COL. NAC. DE SAN ALFREDO,1,,,,,,0
194.1.8.399.1,194.1.8.399,1-COL. NAC. DE SAN ALFREDO,1,,,,,,0
197.1.9.63.2,197.1.9.63,2-LIC. NAC. SAN JUAN BAUTISTA,2,,,,,,0
194.1.9.63.2,194.1.9.63,2-LIC. NAC. SAN JUAN BAUTISTA,2,,,,,,0
197.1.10.52.1,197.1.10.52,1-ESC. INMACULADA CONCEPCION,1,,,,,,0
194.1.10.52.1,194.1.10.52,1-ESC. INMACULADA CONCEPCION,1,,,,,,0
209.1.10.52.1,209.1.10.52,1-ESC. INMACULADA CONCEPCION,1,,,,,,0
197.1.10.52.501,197.1.10.52,501-ESC. Nº 3229 SAN JUAN BAUTISTA,501,,,,,,0
194.1.10.52.501,194.1.10.52,501-ESC. Nº 3229 SAN JUAN BAUTISTA,501,,,,,,0
197.1.11.57.1,197.1.11.57,1-LIC. NAC. MAYOR JULIO DE OTAÑO,1,,,,,,0
197.5.25.141.1,197.5.25.141,1-COL.NAC. VICENTE I. ITURBE,1,,,,,,0
194.5.25.141.1,194.5.25.141,1-COL.NAC. VICENTE I. ITURBE,1,,,,,,0
209.5.25.141.1,209.5.25.141,1-COL.NAC. VICENTE I. ITURBE,1,,,,,,0
197.5.25.141.2,197.5.25.141,2-ESC.GRDA.NRO.1619-PLANTA URBANA,2,,,,,,0
194.5.25.141.2,194.5.25.141,2-ESC.GRDA.NRO.1619-PLANTA URBANA,2,,,,,,0
197.5.25.141.502,197.5.25.141,502-ESC. BAS Nº 1735 SAGRADO C DE JESUS,502,,,,,,0
194.5.25.141.502,194.5.25.141,502-ESC. BAS Nº 1735 SAGRADO C DE JESUS,502,,,,,,0
197.5.25.141.504,197.5.25.141,504-ESC.DE LA COL.3 DE NOV. NRO.11651,504,,,,,,0
194.5.25.141.504,194.5.25.141,504-ESC.DE LA COL.3 DE NOV. NRO.11651,504,,,,,,0
197.5.27.142.1,197.5.27.142,1-COL.NAC. SAN JOAQUIN  NRO.  291,1,,,,,,0
194.5.27.142.1,194.5.27.142,1-COL.NAC. SAN JOAQUIN  NRO.  291,1,,,,,,0
209.5.27.142.1,209.5.27.142,1-COL.NAC. SAN JOAQUIN  NRO.  291,1,,,,,,0
197.5.27.142.501,197.5.27.142,501-COL.  MONSEÑOR SINFORIANO BOGARÍN,501,,,,,,0
194.5.27.142.501,194.5.27.142,501-COL.  MONSEÑOR SINFORIANO BOGARÍN,501,,,,,,0
197.5.29.143.1,197.5.29.143,1-COL. DR. ANTOLIN IRALA,1,,,,,,0
194.5.29.143.1,194.5.29.143,1-COL. DR. ANTOLIN IRALA,1,,,,,,0
209.5.29.143.1,209.5.29.143,1-COL. DR. ANTOLIN IRALA,1,,,,,,0
197.5.29.144.502,197.5.29.144,502-ESC. NRO. 1014 SAN ANTONIO,502,,,,,,0
194.5.29.144.502,194.5.29.144,502-ESC. NRO. 1014 SAN ANTONIO,502,,,,,,0
197.5.31.145.1,197.5.31.145,1-COL. NAC. STA. ROSA DE LIMA,1,,,,,,0
194.5.31.145.1,194.5.31.145,1-COL. NAC. STA. ROSA DE LIMA,1,,,,,,0
197.5.31.145.501,197.5.31.145,501-ESC. NRO 988 - CRUCE MBYTUY,501,,,,,,0
194.5.31.145.501,194.5.31.145,501-ESC. NRO 988 - CRUCE MBYTUY,501,,,,,,0
197.5.33.146.1,197.5.33.146,1-TINGLADO MUNICIPAL,1,,,,,,0
194.5.33.146.1,194.5.33.146,1-TINGLADO MUNICIPAL,1,,,,,,0
197.5.34.374.1,197.5.34.374,1-ESC. TEMBIAPORA,1,,,,,,0
209.10.1.229.1,209.10.1.229,1-COLEGIO NACIONAL KAARENDY,1,,,,,,0
197.10.2.398.1,197.10.2.398,1-LIC. NAC. MCAL. ESTIGARRIBIA,1,,,,,,0
194.10.2.398.1,194.10.2.398,1-LIC. NAC. MCAL. ESTIGARRIBIA,1,,,,,,0
197.10.3.230.1,197.10.3.230,1-TINGLADO MUNICIPAL,1,,,,,,0
194.10.3.230.1,194.10.3.230,1-TINGLADO MUNICIPAL,1,,,,,,0
197.10.5.231.501,197.10.5.231,501-ESC. N°729 SAN FRANCISCO,501,,,,,,0
194.10.5.231.501,194.10.5.231,501-ESC. N°729 SAN FRANCISCO,501,,,,,,0
197.10.5.232.2,197.10.5.232,2-COL. VIRGEN DEL ROSARIO,2,,,,,,0
194.10.5.232.2,194.10.5.232,2-COL. VIRGEN DEL ROSARIO,2,,,,,,0
209.10.5.232.2,209.10.5.232,2-COL. VIRGEN DEL ROSARIO,2,,,,,,0
197.10.5.365.1,197.10.5.365,1-LIC. PRIV. FRANCISCO S. LOPEZ,1,,,,,,0
194.10.5.365.1,194.10.5.365,1-LIC. PRIV. FRANCISCO S. LOPEZ,1,,,,,,0
195.14.1.290.1,195.14.1.290,1-COL. NAC. CORPUS CHRISTI,1,,,,,,0
195.14.1.290.2,195.14.1.290,2-ESC. N° 983 FRANCISCA BERNAL,2,,,,,,0
195.14.3.316.1,195.14.3.316,1-ESC.Nº 984 GRAL.BERNARDINO CABALLERO,1,,,,,,0
195.14.5.182.1,195.14.5.182,1-ESCUELA DE ITANARA,1,,,,,,0
195.14.7.373.1,195.14.7.373,1-ESCUELA Nº 1273 KATUETE,1,,,,,,0
194.1.11.57.1,194.1.11.57,1-LIC. NAC. MAYOR JULIO DE OTAÑO,1,,,,,,0
214.1.11.57.1,214.1.11.57,1-LIC. NAC. MAYOR JULIO DE OTAÑO,1,,,,,,0
197.1.12.415.1,197.1.12.415,1-ESC. NRO. 1721 JESUS MISERICORDIOSO,1,,,,,,0
194.1.12.415.1,194.1.12.415,1-ESC. NRO. 1721 JESUS MISERICORDIOSO,1,,,,,,0
197.1.13.54.1,197.1.13.54,1-ESC. NUEVA DE ITACUA,1,,,,,,0
194.1.13.54.1,194.1.13.54,1-ESC. NUEVA DE ITACUA,1,,,,,,0
197.2.0.64.2,197.2.0.64,2-COL. NAC. DE SAN PEDRO,2,,,,,,0
194.2.0.64.2,194.2.0.64,2-COL. NAC. DE SAN PEDRO,2,,,,,,0
209.2.0.64.2,209.2.0.64,2-COL. NAC. DE SAN PEDRO,2,,,,,,0
197.2.0.65.505,197.2.0.65,505-ESC. DE LA CÍA SAN JUAN,505,,,,,,0
194.2.0.65.505,194.2.0.65,505-ESC. DE LA CÍA SAN JUAN,505,,,,,,0
197.2.0.443.503,197.2.0.443,503-ESC.GRDA.506 DE CORREA RUGUA,503,,,,,,0
194.2.0.443.503,194.2.0.443,503-ESC.GRDA.506 DE CORREA RUGUA,503,,,,,,0
197.2.0.444.501,197.2.0.444,501-ESC. DE NARANJATY N° 1688,501,,,,,,0
194.2.0.444.501,194.2.0.444,501-ESC. DE NARANJATY N° 1688,501,,,,,,0
197.2.0.445.502,197.2.0.445,502-SANTA ROSA BARBERO,502,,,,,,0
194.2.0.445.502,194.2.0.445,502-SANTA ROSA BARBERO,502,,,,,,0
197.2.0.446.506,197.2.0.446,506-ESCUELA Nº2282 NTRA. SRA DE GUADALUPE,506,,,,,,0
194.2.0.446.506,194.2.0.446,506-ESCUELA Nº2282 NTRA. SRA DE GUADALUPE,506,,,,,,0
197.2.1.66.1,197.2.1.66,1-COL. NAC. EMILIO GOMEZ ZELADA,1,,,,,,0
194.2.1.66.1,194.2.1.66,1-COL. NAC. EMILIO GOMEZ ZELADA,1,,,,,,0
197.2.1.66.501,197.2.1.66,501-COL. NAC. SAN JUAN - COL. NAVIDAD,501,,,,,,0
194.2.1.66.501,194.2.1.66,501-COL. NAC. SAN JUAN - COL. NAVIDAD,501,,,,,,0
197.2.3.67.2,197.2.3.67,2-COL. NAC. GENERAL MARCIAL SAMANIEGO,2,,,,,,0
194.2.3.67.2,194.2.3.67,2-COL. NAC. GENERAL MARCIAL SAMANIEGO,2,,,,,,0
197.2.5.68.1,197.2.5.68,1-COL.NAC. CAPIIBARY,1,,,,,,0
194.5.34.374.1,194.5.34.374,1-ESC. TEMBIAPORA,1,,,,,,0
197.5.35.147.1,197.5.35.147,1-COL. NAC.DE VAQUERÍA - SAN BLAS,1,,,,,,0
194.5.35.147.1,194.5.35.147,1-COL. NAC.DE VAQUERÍA - SAN BLAS,1,,,,,,0
197.5.37.148.1,197.5.37.148,1-POLIDEPORTIVO MUNICIPAL,1,,,,,,0
194.5.37.148.1,194.5.37.148,1-POLIDEPORTIVO MUNICIPAL,1,,,,,,0
197.5.37.148.501,197.5.37.148,501-COL. NAC. SAN JORGE,501,,,,,,0
194.5.37.148.501,194.5.37.148,501-COL. NAC. SAN JORGE,501,,,,,,0
209.5.37.148.501,209.5.37.148,501-COL. NAC. SAN JORGE,501,,,,,,0
197.6.0.149.2,197.6.0.149,2-COL. NAC. DE COMERCIO,2,,,,,,0
194.6.0.149.2,194.6.0.149,2-COL. NAC. DE COMERCIO,2,,,,,,0
209.6.0.149.2,209.6.0.149,2-COL. NAC. DE COMERCIO,2,,,,,,0
203.6.0.149.2,203.6.0.149,2-COL. NAC. DE COMERCIO,2,,,,,,0
197.6.0.397.502,197.6.0.397,502-ESC. BAS. Nº148 MAYOR NICOLAS ARGUELLO,502,,,,,,0
194.6.0.397.502,194.6.0.397,502-ESC. BAS. Nº148 MAYOR NICOLAS ARGUELLO,502,,,,,,0
197.6.1.150.501,197.6.1.150,501-ESC. GRAL. RODRIGUEZ,501,,,,,,0
194.6.1.150.501,194.6.1.150,501-ESC. GRAL. RODRIGUEZ,501,,,,,,0
197.6.1.151.1,197.6.1.151,1-ESC. CORAZON DE JESUS,1,,,,,,0
194.6.1.151.1,194.6.1.151,1-ESC. CORAZON DE JESUS,1,,,,,,0
214.6.1.151.1,214.6.1.151,1-ESC. CORAZON DE JESUS,1,,,,,,0
197.6.2.161.1,197.6.2.161,1-COL. NAC. 3 DE MAYO,1,,,,,,0
194.6.2.161.1,194.6.2.161,1-COL. NAC. 3 DE MAYO,1,,,,,,0
209.6.2.161.1,209.6.2.161,1-COL. NAC. 3 DE MAYO,1,,,,,,0
202.6.2.161.1,202.6.2.161,1-COL. NAC. 3 DE MAYO,1,,,,,,0
197.6.2.162.501,197.6.2.162,501-COL. NAC. SANTA URSULA,501,,,,,,0
194.6.2.162.501,194.6.2.162,501-COL. NAC. SANTA URSULA,501,,,,,,0
197.6.2.163.502,197.6.2.163,502-COL. NAC. YATAITY,502,,,,,,0
194.6.2.163.502,194.6.2.163,502-COL. NAC. YATAITY,502,,,,,,0
197.10.5.436.502,197.10.5.436,502-ESC. NRO. 1908 SAN MIGUEL,502,,,,,,0
194.10.5.436.502,194.10.5.436,502-ESC. NRO. 1908 SAN MIGUEL,502,,,,,,0
197.10.7.233.1,197.10.7.233,1-SAN JOSE - JERUSALEN 1,1,,,,,,0
194.10.7.233.1,194.10.7.233,1-SAN JOSE - JERUSALEN 1,1,,,,,,0
209.10.7.233.1,209.10.7.233,1-SAN JOSE - JERUSALEN 1,1,,,,,,0
197.10.9.234.1,197.10.9.234,1-ESC. PARROQUIAL SAN LORENZO,1,,,,,,0
194.10.9.234.1,194.10.9.234,1-ESC. PARROQUIAL SAN LORENZO,1,,,,,,0
197.10.11.235.1,197.10.11.235,1-COL. CARLOS A. LOPEZ,1,,,,,,0
194.10.11.235.1,194.10.11.235,1-COL. CARLOS A. LOPEZ,1,,,,,,0
197.10.13.236.1,197.10.13.236,1-COL. DON TOMAS R. PEREIRA,1,,,,,,0
194.10.13.236.1,194.10.13.236,1-COL. DON TOMAS R. PEREIRA,1,,,,,,0
209.10.13.236.1,209.10.13.236,1-COL. DON TOMAS R. PEREIRA,1,,,,,,0
197.10.15.237.1,197.10.15.237,1-ESC. GRDA. 2428 GRAL DIAZ,1,,,,,,0
